GEO_ID,NAME,housing_units,vacant_units,owner_units,renter_units
1400000US36059301000,"Census Tract 3010, Nassau County, New York",2376,206,1837,333
1400000US36059301101,"Census Tract 3011.01, Nassau County, New York",2798,341,874,1583
1400000US36059301102,"Census Tract 3011.02, Nassau County, New York",1739,48,1125,566
1400000US36059301200,"Census Tract 3012, Nassau County, New York",2433,231,1492,710
1400000US36059301300,"Census Tract 3013, Nassau County, New York",1746,184,893,669
1400000US36059301400,"Census Tract 3014, Nassau County, New York",749,34,676,39
1400000US36059301500,"Census Tract 3015, Nassau County, New York",1028,45,962,21
1400000US36059301600,"Census Tract 3016, Nassau County, New York",1606,35,1414,157
1400000US36059301700,"Census Tract 3017, Nassau County, New York",808,18,743,47
1400000US36059301800,"Census Tract 3018, Nassau County, New York",1945,172,1140,633
1400000US36059301900,"Census Tract 3019, Nassau County, New York",1035,64,954,17
1400000US36059302000,"Census Tract 3020, Nassau County, New York",2194,191,1573,430
1400000US36059302101,"Census Tract 3021.01, Nassau County, New York",1482,36,1288,158
1400000US36059302102,"Census Tract 3021.02, Nassau County, New York",1264,70,1194,0
1400000US36059302200,"Census Tract 3022, Nassau County, New York",1370,127,878,365
1400000US36059302300,"Census Tract 3023, Nassau County, New York",1559,126,1406,27
1400000US36059302400,"Census Tract 3024, Nassau County, New York",1851,56,1718,77
1400000US36059302501,"Census Tract 3025.01, Nassau County, New York",878,29,815,34
1400000US36059302502,"Census Tract 3025.02, Nassau County, New York",947,112,776,59
1400000US36059302600,"Census Tract 3026, Nassau County, New York",881,15,681,185
1400000US36059302700,"Census Tract 3027, Nassau County, New York",1398,35,1247,116
1400000US36059302800,"Census Tract 3028, Nassau County, New York",2069,65,1869,135
1400000US36059302900,"Census Tract 3029, Nassau County, New York",1448,25,1316,107
1400000US36059303000,"Census Tract 3030, Nassau County, New York",1619,10,1248,361
1400000US36059303101,"Census Tract 3031.01, Nassau County, New York",1124,8,1089,27
1400000US36059303102,"Census Tract 3031.02, Nassau County, New York",1351,52,1259,40
1400000US36059303201,"Census Tract 3032.01, Nassau County, New York",1196,0,1165,31
1400000US36059303202,"Census Tract 3032.02, Nassau County, New York",1374,68,1005,301
1400000US36059303301,"Census Tract 3033.01, Nassau County, New York",1078,65,928,85
1400000US36059303302,"Census Tract 3033.02, Nassau County, New York",1591,22,1151,418
1400000US36059303400,"Census Tract 3034, Nassau County, New York",801,0,790,11
1400000US36059303500,"Census Tract 3035, Nassau County, New York",1727,51,1520,156
1400000US36059303600,"Census Tract 3036, Nassau County, New York",3138,35,1422,1681
1400000US36059303700,"Census Tract 3037, Nassau County, New York",2796,119,1917,760
1400000US36059303800,"Census Tract 3038, Nassau County, New York",1889,132,1271,486
1400000US36059303900,"Census Tract 3039, Nassau County, New York",1250,61,1122,67
1400000US36059304001,"Census Tract 3040.01, Nassau County, New York",820,29,686,105
1400000US36059304002,"Census Tract 3040.02, Nassau County, New York",1836,131,1003,702
1400000US36059304100,"Census Tract 3041, Nassau County, New York",1341,84,912,345
1400000US36059304202,"Census Tract 3042.02, Nassau County, New York",1008,19,810,179
1400000US36059304203,"Census Tract 3042.03, Nassau County, New York",1260,107,769,384
1400000US36059304204,"Census Tract 3042.04, Nassau County, New York",1198,50,483,665
1400000US36059404300,"Census Tract 4043, Nassau County, New York",1025,54,878,93
1400000US36059404400,"Census Tract 4044, Nassau County, New York",1853,32,1451,370
1400000US36059404500,"Census Tract 4045, Nassau County, New York",1696,92,1096,508
1400000US36059404600,"Census Tract 4046, Nassau County, New York",1452,37,1282,133
1400000US36059404700,"Census Tract 4047, Nassau County, New York",2085,118,1776,191
1400000US36059404800,"Census Tract 4048, Nassau County, New York",1879,113,1483,283
1400000US36059404901,"Census Tract 4049.01, Nassau County, New York",1530,82,1343,105
1400000US36059404902,"Census Tract 4049.02, Nassau County, New York",1459,34,919,506
1400000US36059405000,"Census Tract 4050, Nassau County, New York",1621,91,1109,421
1400000US36059405100,"Census Tract 4051, Nassau County, New York",2414,153,1934,327
1400000US36059405200,"Census Tract 4052, Nassau County, New York",2075,139,1448,488
1400000US36059405301,"Census Tract 4053.01, Nassau County, New York",1176,22,964,190
1400000US36059405302,"Census Tract 4053.02, Nassau County, New York",1475,70,1129,276
1400000US36059405400,"Census Tract 4054, Nassau County, New York",2715,113,1893,709
1400000US36059405500,"Census Tract 4055, Nassau County, New York",1727,155,1390,182
1400000US36059405600,"Census Tract 4056, Nassau County, New York",1390,48,1212,130
1400000US36059405700,"Census Tract 4057, Nassau County, New York",1615,110,1385,120
1400000US36059405800,"Census Tract 4058, Nassau County, New York",1353,21,1242,90
1400000US36059405900,"Census Tract 4059, Nassau County, New York",1593,55,1418,120
1400000US36059406001,"Census Tract 4060.01, Nassau County, New York",1476,67,1166,243
1400000US36059406002,"Census Tract 4060.02, Nassau County, New York",1105,100,755,250
1400000US36059406100,"Census Tract 4061, Nassau County, New York",951,39,886,26
1400000US36059406201,"Census Tract 4062.01, Nassau County, New York",953,35,810,108
1400000US36059406202,"Census Tract 4062.02, Nassau County, New York",1593,103,1336,154
1400000US36059406300,"Census Tract 4063, Nassau County, New York",1270,76,1194,0
1400000US36059406400,"Census Tract 4064, Nassau County, New York",2686,127,2355,204
1400000US36059406501,"Census Tract 4065.01, Nassau County, New York",2245,0,2133,112
1400000US36059406600,"Census Tract 4066, Nassau County, New York",1425,58,1308,59
1400000US36059406701,"Census Tract 4067.01, Nassau County, New York",1108,140,502,466
1400000US36059406702,"Census Tract 4067.02, Nassau County, New York",2009,247,563,1199
1400000US36059406801,"Census Tract 4068.01, Nassau County, New York",1637,142,135,1360
1400000US36059406802,"Census Tract 4068.02, Nassau County, New York",1549,84,185,1280
1400000US36059406900,"Census Tract 4069, Nassau County, New York",2129,257,994,878
1400000US36059407000,"Census Tract 4070, Nassau County, New York",2392,188,996,1208
1400000US36059407101,"Census Tract 4071.01, Nassau County, New York",1452,128,822,502
1400000US36059407102,"Census Tract 4071.02, Nassau County, New York",1526,15,1346,165
1400000US36059407201,"Census Tract 4072.01, Nassau County, New York",1676,174,328,1174
1400000US36059407203,"Census Tract 4072.03, Nassau County, New York",984,27,552,405
1400000US36059407204,"Census Tract 4072.04, Nassau County, New York",670,27,448,195
1400000US36059407301,"Census Tract 4073.01, Nassau County, New York",1911,139,1037,735
1400000US36059407302,"Census Tract 4073.02, Nassau County, New York",1389,139,938,312
1400000US36059407401,"Census Tract 4074.01, Nassau County, New York",1479,113,1064,302
1400000US36059407402,"Census Tract 4074.02, Nassau County, New York",864,36,589,239
1400000US36059407501,"Census Tract 4075.01, Nassau County, New York",1387,48,828,511
1400000US36059407502,"Census Tract 4075.02, Nassau County, New York",1458,49,1126,283
1400000US36059407600,"Census Tract 4076, Nassau County, New York",1710,21,1589,100
1400000US36059407700,"Census Tract 4077, Nassau County, New York",1526,34,1390,102
1400000US36059407801,"Census Tract 4078.01, Nassau County, New York",1787,62,1564,161
1400000US36059407802,"Census Tract 4078.02, Nassau County, New York",491,136,306,49
1400000US36059407900,"Census Tract 4079, Nassau County, New York",2470,136,1687,647
1400000US36059408000,"Census Tract 4080, Nassau County, New York",2070,26,1851,193
1400000US36059408100,"Census Tract 4081, Nassau County, New York",2164,112,1915,137
1400000US36059408200,"Census Tract 4082, Nassau County, New York",2123,95,1905,123
1400000US36059408300,"Census Tract 4083, Nassau County, New York",2365,59,2033,273
1400000US36059408400,"Census Tract 4084, Nassau County, New York",1296,0,1216,80
1400000US36059408500,"Census Tract 4085, Nassau County, New York",2033,38,1917,78
1400000US36059408600,"Census Tract 4086, Nassau County, New York",1479,8,1316,155
1400000US36059408700,"Census Tract 4087, Nassau County, New York",1552,44,1400,108
1400000US36059408800,"Census Tract 4088, Nassau County, New York",2228,51,1991,186
1400000US36059408900,"Census Tract 4089, Nassau County, New York",1864,39,1687,138
1400000US36059409000,"Census Tract 4090, Nassau County, New York",1809,29,1651,129
1400000US36059409100,"Census Tract 4091, Nassau County, New York",1729,0,1646,83
1400000US36059409200,"Census Tract 4092, Nassau County, New York",1994,83,1737,174
1400000US36059409300,"Census Tract 4093, Nassau County, New York",1401,10,1299,92
1400000US36059409400,"Census Tract 4094, Nassau County, New York",1445,86,1297,62
1400000US36059409500,"Census Tract 4095, Nassau County, New York",1289,49,1185,55
1400000US36059409600,"Census Tract 4096, Nassau County, New York",1655,9,1591,55
1400000US36059409700,"Census Tract 4097, Nassau County, New York",1664,41,1440,183
1400000US36059409800,"Census Tract 4098, Nassau County, New York",1670,61,1404,205
1400000US36059409900,"Census Tract 4099, Nassau County, New York",2677,68,2275,334
1400000US36059410000,"Census Tract 4100, Nassau County, New York",1408,56,1249,103
1400000US36059410100,"Census Tract 4101, Nassau County, New York",2121,81,2001,39
1400000US36059410200,"Census Tract 4102, Nassau County, New York",1379,23,1294,62
1400000US36059410300,"Census Tract 4103, Nassau County, New York",2035,57,1704,274
1400000US36059410400,"Census Tract 4104, Nassau County, New York",1638,157,1295,186
1400000US36059410500,"Census Tract 4105, Nassau County, New York",2569,49,1725,795
1400000US36059410600,"Census Tract 4106, Nassau County, New York",2563,86,2201,276
1400000US36059410700,"Census Tract 4107, Nassau County, New York",2229,135,1492,602
1400000US36059410800,"Census Tract 4108, Nassau County, New York",1686,120,1451,115
1400000US36059410900,"Census Tract 4109, Nassau County, New York",2096,67,1756,273
1400000US36059411000,"Census Tract 4110, Nassau County, New York",1637,58,927,652
1400000US36059411100,"Census Tract 4111, Nassau County, New York",1533,69,558,906
1400000US36059411200,"Census Tract 4112, Nassau County, New York",1986,98,1170,718
1400000US36059411301,"Census Tract 4113.01, Nassau County, New York",1332,97,1027,208
1400000US36059411302,"Census Tract 4113.02, Nassau County, New York",2059,55,1915,89
1400000US36059411400,"Census Tract 4114, Nassau County, New York",2005,104,1492,409
1400000US36059411500,"Census Tract 4115, Nassau County, New York",995,73,911,11
1400000US36059411600,"Census Tract 4116, Nassau County, New York",2392,230,1866,296
1400000US36059411700,"Census Tract 4117, Nassau County, New York",2624,217,1839,568
1400000US36059411800,"Census Tract 4118, Nassau County, New York",2347,92,1781,474
1400000US36059411901,"Census Tract 4119.01, Nassau County, New York",1628,113,813,702
1400000US36059411902,"Census Tract 4119.02, Nassau County, New York",1229,0,1036,193
1400000US36059412000,"Census Tract 4120, Nassau County, New York",2304,135,1625,544
1400000US36059412100,"Census Tract 4121, Nassau County, New York",2731,268,1939,524
1400000US36059412200,"Census Tract 4122, Nassau County, New York",2128,183,1397,548
1400000US36059412301,"Census Tract 4123.01, Nassau County, New York",1727,48,887,792
1400000US36059412302,"Census Tract 4123.02, Nassau County, New York",1370,99,835,436
1400000US36059412400,"Census Tract 4124, Nassau County, New York",2837,75,1255,1507
1400000US36059412500,"Census Tract 4125, Nassau County, New York",1342,44,1251,47
1400000US36059412600,"Census Tract 4126, Nassau County, New York",1146,0,1091,55
1400000US36059412700,"Census Tract 4127, Nassau County, New York",1324,22,1279,23
1400000US36059412800,"Census Tract 4128, Nassau County, New York",1070,17,920,133
1400000US36059412900,"Census Tract 4129, Nassau County, New York",1905,19,1724,162
1400000US36059413001,"Census Tract 4130.01, Nassau County, New York",1401,24,1069,308
1400000US36059413002,"Census Tract 4130.02, Nassau County, New York",1279,34,1002,243
1400000US36059413100,"Census Tract 4131, Nassau County, New York",1699,41,1407,251
1400000US36059413200,"Census Tract 4132, Nassau County, New York",2507,124,2121,262
1400000US36059413300,"Census Tract 4133, Nassau County, New York",2281,105,2091,85
1400000US36059413400,"Census Tract 4134, Nassau County, New York",1902,123,1721,58
1400000US36059413500,"Census Tract 4135, Nassau County, New York",2526,53,2124,349
1400000US36059413600,"Census Tract 4136, Nassau County, New York",1943,114,1460,369
1400000US36059413700,"Census Tract 4137, Nassau County, New York",1801,95,1359,347
1400000US36059413803,"Census Tract 4138.03, Nassau County, New York",1441,94,1203,144
1400000US36059413804,"Census Tract 4138.04, Nassau County, New York",1300,170,1065,65
1400000US36059413900,"Census Tract 4139, Nassau County, New York",2116,116,1368,632
1400000US36059414001,"Census Tract 4140.01, Nassau County, New York",1167,141,871,155
1400000US36059414002,"Census Tract 4140.02, Nassau County, New York",1328,62,888,378
1400000US36059414100,"Census Tract 4141, Nassau County, New York",1969,25,1625,319
1400000US36059414201,"Census Tract 4142.01, Nassau County, New York",1920,16,947,957
1400000US36059414202,"Census Tract 4142.02, Nassau County, New York",1298,16,851,431
1400000US36059414301,"Census Tract 4143.01, Nassau County, New York",1256,49,597,610
1400000US36059414303,"Census Tract 4143.03, Nassau County, New York",1496,68,1163,265
1400000US36059414304,"Census Tract 4143.04, Nassau County, New York",1307,84,427,796
1400000US36059414400,"Census Tract 4144, Nassau County, New York",1648,113,700,835
1400000US36059414501,"Census Tract 4145.01, Nassau County, New York",2041,182,1738,121
1400000US36059414502,"Census Tract 4145.02, Nassau County, New York",1778,139,1358,281
1400000US36059414600,"Census Tract 4146, Nassau County, New York",1179,82,1058,39
1400000US36059414700,"Census Tract 4147, Nassau County, New York",1526,35,1469,22
1400000US36059414800,"Census Tract 4148, Nassau County, New York",2191,51,1926,214
1400000US36059414900,"Census Tract 4149, Nassau County, New York",2406,72,1888,446
1400000US36059415000,"Census Tract 4150, Nassau County, New York",1997,155,1646,196
1400000US36059415101,"Census Tract 4151.01, Nassau County, New York",954,53,874,27
1400000US36059415102,"Census Tract 4151.02, Nassau County, New York",1693,60,1578,55
1400000US36059415201,"Census Tract 4152.01, Nassau County, New York",1237,89,1108,40
1400000US36059415202,"Census Tract 4152.02, Nassau County, New York",1450,68,1330,52
1400000US36059415300,"Census Tract 4153, Nassau County, New York",2136,44,1656,436
1400000US36059415401,"Census Tract 4154.01, Nassau County, New York",1859,80,1606,173
1400000US36059415402,"Census Tract 4154.02, Nassau County, New York",1624,111,1486,27
1400000US36059415500,"Census Tract 4155, Nassau County, New York",871,28,825,18
1400000US36059415600,"Census Tract 4156, Nassau County, New York",1829,50,1720,59
1400000US36059415700,"Census Tract 4157, Nassau County, New York",1954,47,1747,160
1400000US36059415802,"Census Tract 4158.02, Nassau County, New York",2243,84,2023,136
1400000US36059416000,"Census Tract 4160, Nassau County, New York",1284,9,1190,85
1400000US36059416100,"Census Tract 4161, Nassau County, New York",2266,37,1868,361
1400000US36059416201,"Census Tract 4162.01, Nassau County, New York",1350,33,1087,230
1400000US36059416202,"Census Tract 4162.02, Nassau County, New York",1771,161,1016,594
1400000US36059416300,"Census Tract 4163, Nassau County, New York",1874,513,1119,242
1400000US36059416401,"Census Tract 4164.01, Nassau County, New York",2165,310,1041,814
1400000US36059416402,"Census Tract 4164.02, Nassau County, New York",1442,240,795,407
1400000US36059416500,"Census Tract 4165, Nassau County, New York",2189,181,922,1086
1400000US36059416600,"Census Tract 4166, Nassau County, New York",2849,260,1398,1191
1400000US36059416701,"Census Tract 4167.01, Nassau County, New York",1674,134,987,553
1400000US36059416702,"Census Tract 4167.02, Nassau County, New York",2780,393,1100,1287
1400000US36059416801,"Census Tract 4168.01, Nassau County, New York",844,66,684,94
1400000US36059416802,"Census Tract 4168.02, Nassau County, New York",2549,542,1196,811
1400000US36059416900,"Census Tract 4169, Nassau County, New York",1904,281,1400,223
1400000US36059517000,"Census Tract 5170, Nassau County, New York",1303,124,979,200
1400000US36059517101,"Census Tract 5171.01, Nassau County, New York",1912,118,797,997
1400000US36059517102,"Census Tract 5171.02, Nassau County, New York",795,36,725,34
1400000US36059517200,"Census Tract 5172, Nassau County, New York",3348,175,894,2279
1400000US36059517301,"Census Tract 5173.01, Nassau County, New York",1316,151,649,516
1400000US36059517302,"Census Tract 5173.02, Nassau County, New York",1801,79,930,792
1400000US36059517400,"Census Tract 5174, Nassau County, New York",2012,103,1366,543
1400000US36059517500,"Census Tract 5175, Nassau County, New York",1419,7,1226,186
1400000US36059517600,"Census Tract 5176, Nassau County, New York",1849,137,1487,225
1400000US36059517701,"Census Tract 5177.01, Nassau County, New York",2719,279,2271,169
1400000US36059517705,"Census Tract 5177.05, Nassau County, New York",1096,54,976,66
1400000US36059517801,"Census Tract 5178.01, Nassau County, New York",1460,214,1086,160
1400000US36059517802,"Census Tract 5178.02, Nassau County, New York",1350,104,851,395
1400000US36059517901,"Census Tract 5179.01, Nassau County, New York",1755,35,1494,226
1400000US36059517902,"Census Tract 5179.02, Nassau County, New York",1349,247,835,267
1400000US36059518000,"Census Tract 5180, Nassau County, New York",3067,392,1648,1027
1400000US36059518100,"Census Tract 5181, Nassau County, New York",1007,23,928,56
1400000US36059518201,"Census Tract 5182.01, Nassau County, New York",1539,117,1334,88
1400000US36059518203,"Census Tract 5182.03, Nassau County, New York",1457,153,1007,297
1400000US36059518204,"Census Tract 5182.04, Nassau County, New York",1804,144,1558,102
1400000US36059518300,"Census Tract 5183, Nassau County, New York",2029,75,1587,367
1400000US36059518400,"Census Tract 5184, Nassau County, New York",1428,65,1288,75
1400000US36059518501,"Census Tract 5185.01, Nassau County, New York",2406,101,1987,318
1400000US36059518502,"Census Tract 5185.02, Nassau County, New York",1149,58,687,404
1400000US36059518600,"Census Tract 5186, Nassau County, New York",1382,49,1301,32
1400000US36059518700,"Census Tract 5187, Nassau County, New York",1920,79,1789,52
1400000US36059518800,"Census Tract 5188, Nassau County, New York",1065,7,1021,37
1400000US36059518900,"Census Tract 5189, Nassau County, New York",2309,277,1665,367
1400000US36059519000,"Census Tract 5190, Nassau County, New York",2158,88,1963,107
1400000US36059519100,"Census Tract 5191, Nassau County, New York",2091,129,1677,285
1400000US36059519200,"Census Tract 5192, Nassau County, New York",2039,127,1763,149
1400000US36059519300,"Census Tract 5193, Nassau County, New York",2048,101,1448,499
1400000US36059519400,"Census Tract 5194, Nassau County, New York",1512,91,1269,152
1400000US36059519500,"Census Tract 5195, Nassau County, New York",2020,68,1833,119
1400000US36059519601,"Census Tract 5196.01, Nassau County, New York",1563,52,1445,66
1400000US36059519602,"Census Tract 5196.02, Nassau County, New York",753,49,685,19
1400000US36059519702,"Census Tract 5197.02, Nassau County, New York",2071,111,1726,234
1400000US36059519703,"Census Tract 5197.03, Nassau County, New York",1236,90,1100,46
1400000US36059519704,"Census Tract 5197.04, Nassau County, New York",1178,75,976,127
1400000US36059519801,"Census Tract 5198.01, Nassau County, New York",873,65,635,173
1400000US36059519802,"Census Tract 5198.02, Nassau County, New York",1726,45,1526,155
1400000US36059519900,"Census Tract 5199, Nassau County, New York",1871,35,1739,97
1400000US36059520001,"Census Tract 5200.01, Nassau County, New York",2783,180,2425,178
1400000US36059520002,"Census Tract 5200.02, Nassau County, New York",1552,80,1218,254
1400000US36059520100,"Census Tract 5201, Nassau County, New York",1983,75,1759,149
1400000US36059520200,"Census Tract 5202, Nassau County, New York",1060,35,918,107
1400000US36059520300,"Census Tract 5203, Nassau County, New York",1988,41,1733,214
1400000US36059520401,"Census Tract 5204.01, Nassau County, New York",1981,114,1312,555
1400000US36059520402,"Census Tract 5204.02, Nassau County, New York",2024,187,1235,602
1400000US36059520501,"Census Tract 5205.01, Nassau County, New York",1234,26,1111,97
1400000US36059520502,"Census Tract 5205.02, Nassau County, New York",1826,102,1616,108
1400000US36059520600,"Census Tract 5206, Nassau County, New York",2018,55,1814,149
1400000US36059520700,"Census Tract 5207, Nassau County, New York",1690,74,1549,67
1400000US36059520800,"Census Tract 5208, Nassau County, New York",1367,114,1226,27
1400000US36059520900,"Census Tract 5209, Nassau County, New York",1576,0,1504,72
1400000US36059521000,"Census Tract 5210, Nassau County, New York",1881,137,1638,106
1400000US36059521100,"Census Tract 5211, Nassau County, New York",1590,100,1445,45
1400000US36059521200,"Census Tract 5212, Nassau County, New York",1029,86,837,106
1400000US36059521301,"Census Tract 5213.01, Nassau County, New York",803,62,715,26
1400000US36059521302,"Census Tract 5213.02, Nassau County, New York",1949,133,1705,111
1400000US36059521400,"Census Tract 5214, Nassau County, New York",2240,39,2107,94
1400000US36059521500,"Census Tract 5215, Nassau County, New York",1646,63,1459,124
1400000US36059521601,"Census Tract 5216.01, Nassau County, New York",1462,112,1335,15
1400000US36059521602,"Census Tract 5216.02, Nassau County, New York",1154,29,1116,9
1400000US36059521700,"Census Tract 5217, Nassau County, New York",1720,109,1611,0
1400000US36059521801,"Census Tract 5218.01, Nassau County, New York",1288,55,1152,81
1400000US36059521802,"Census Tract 5218.02, Nassau County, New York",1321,112,1197,12
1400000US36059521902,"Census Tract 5219.02, Nassau County, New York",1590,121,1422,47
1400000US36059522000,"Census Tract 5220, Nassau County, New York",3154,271,2059,824
1400000US36059522700,"Census Tract 5227, Nassau County, New York",1625,46,1442,137
1400000US36059980100,"Census Tract 9801, Nassau County, New York",0,0,0,0
1400000US36059981100,"Census Tract 9811, Nassau County, New York",5,0,5,0
1400000US36059982100,"Census Tract 9821, Nassau County, New York",23,0,16,7
1400000US36059990100,"Census Tract 9901, Nassau County, New York",0,0,0,0
1400000US36059990200,"Census Tract 9902, Nassau County, New York",0,0,0,0
1400000US36059990301,"Census Tract 9903.01, Nassau County, New York",0,0,0,0
1400000US36059990302,"Census Tract 9903.02, Nassau County, New York",0,0,0,0
1400000US36059990400,"Census Tract 9904, Nassau County, New York",0,0,0,0
1400000US36061000100,"Census Tract 1, New York County, New York",0,0,0,0
1400000US36061000201,"Census Tract 2.01, New York County, New York",1097,26,0,1071
1400000US36061000202,"Census Tract 2.02, New York County, New York",3718,283,765,2670
1400000US36061000500,"Census Tract 5, New York County, New York",41,41,0,0
1400000US36061000600,"Census Tract 6, New York County, New York",4295,264,144,3887
1400000US36061000700,"Census Tract 7, New York County, New York",5689,1207,991,3491
1400000US36061000800,"Census Tract 8, New York County, New York",3911,279,88,3544
1400000US36061000900,"Census Tract 9, New York County, New York",1106,271,145,690
1400000US36061001001,"Census Tract 10.01, New York County, New York",855,46,524,285
1400000US36061001002,"Census Tract 10.02, New York County, New York",2555,82,0,2473
1400000US36061001200,"Census Tract 12, New York County, New York",1963,80,701,1182
1400000US36061001300,"Census Tract 13, New York County, New York",3240,706,359,2175
1400000US36061001401,"Census Tract 14.01, New York County, New York",1664,69,1239,356
1400000US36061001402,"Census Tract 14.02, New York County, New York",1465,56,49,1360
1400000US36061001501,"Census Tract 15.01, New York County, New York",4271,609,1602,2060
1400000US36061001502,"Census Tract 15.02, New York County, New York",3909,650,706,2553
1400000US36061001600,"Census Tract 16, New York County, New York",3351,328,203,2820
1400000US36061001800,"Census Tract 18, New York County, New York",3364,259,259,2846
1400000US36061002000,"Census Tract 20, New York County, New York",2011,72,12,1927
1400000US36061002100,"Census Tract 21, New York County, New York",3235,588,1113,1534
1400000US36061002201,"Census Tract 22.01, New York County, New York",3184,120,283,2781
1400000US36061002202,"Census Tract 22.02, New York County, New York",1201,70,72,1059
1400000US36061002400,"Census Tract 24, New York County, New York",1860,23,17,1820
1400000US36061002500,"Census Tract 25, New York County, New York",2134,8,0,2126
1400000US36061002601,"Census Tract 26.01, New York County, New York",1629,90,145,1394
1400000US36061002602,"Census Tract 26.02, New York County, New York",2245,166,398,1681
1400000US36061002700,"Census Tract 27, New York County, New York",723,110,318,295
1400000US36061002800,"Census Tract 28, New York County, New York",3547,201,292,3054
1400000US36061002900,"Census Tract 29, New York County, New York",2532,324,171,2037
1400000US36061003001,"Census Tract 30.01, New York County, New York",2449,175,35,2239
1400000US36061003002,"Census Tract 30.02, New York County, New York",1871,200,196,1475
1400000US36061003100,"Census Tract 31, New York County, New York",860,126,217,517
1400000US36061003200,"Census Tract 32, New York County, New York",4972,272,486,4214
1400000US36061003300,"Census Tract 33, New York County, New York",2880,391,979,1510
1400000US36061003400,"Census Tract 34, New York County, New York",3831,196,276,3359
1400000US36061003601,"Census Tract 36.01, New York County, New York",1602,117,182,1303
1400000US36061003602,"Census Tract 36.02, New York County, New York",1525,154,125,1246
1400000US36061003700,"Census Tract 37, New York County, New York",1659,306,564,789
1400000US36061003800,"Census Tract 38, New York County, New York",5375,511,355,4509
1400000US36061003900,"Census Tract 39, New York County, New York",3265,606,959,1700
1400000US36061004000,"Census Tract 40, New York County, New York",4665,733,527,3405
1400000US36061004100,"Census Tract 41, New York County, New York",3848,435,239,3174
1400000US36061004200,"Census Tract 42, New York County, New York",1864,312,536,1016
1400000US36061004300,"Census Tract 43, New York County, New York",2479,390,312,1777
1400000US36061004400,"Census Tract 44, New York County, New York",8420,275,0,8145
1400000US36061004500,"Census Tract 45, New York County, New York",534,103,207,224
1400000US36061004700,"Census Tract 47, New York County, New York",1705,433,422,850
1400000US36061004800,"Census Tract 48, New York County, New York",3903,909,1510,1484
1400000US36061004900,"Census Tract 49, New York County, New York",3064,488,594,1982
1400000US36061005000,"Census Tract 50, New York County, New York",3530,613,1304,1613
1400000US36061005200,"Census Tract 52, New York County, New York",1780,357,806,617
1400000US36061005400,"Census Tract 54, New York County, New York",2861,313,1204,1344
1400000US36061005501,"Census Tract 55.01, New York County, New York",2407,370,494,1543
1400000US36061005502,"Census Tract 55.02, New York County, New York",1162,155,296,711
1400000US36061005600,"Census Tract 56, New York County, New York",2493,464,797,1232
1400000US36061005700,"Census Tract 57, New York County, New York",1801,240,722,839
1400000US36061005800,"Census Tract 58, New York County, New York",2345,220,239,1886
1400000US36061005900,"Census Tract 59, New York County, New York",3298,486,1809,1003
1400000US36061006000,"Census Tract 60, New York County, New York",2469,61,0,2408
1400000US36061006100,"Census Tract 61, New York County, New York",2651,477,1005,1169
1400000US36061006200,"Census Tract 62, New York County, New York",1711,257,6,1448
1400000US36061006300,"Census Tract 63, New York County, New York",4299,766,1730,1803
1400000US36061006400,"Census Tract 64, New York County, New York",5153,758,1043,3352
1400000US36061006500,"Census Tract 65, New York County, New York",3576,414,299,2863
1400000US36061006600,"Census Tract 66, New York County, New York",6938,528,1982,4428
1400000US36061006700,"Census Tract 67, New York County, New York",3798,371,869,2558
1400000US36061006800,"Census Tract 68, New York County, New York",4207,721,1243,2243
1400000US36061006900,"Census Tract 69, New York County, New York",1386,210,480,696
1400000US36061007000,"Census Tract 70, New York County, New York",5647,1067,962,3618
1400000US36061007100,"Census Tract 71, New York County, New York",3754,550,1276,1928
1400000US36061007200,"Census Tract 72, New York County, New York",4858,662,911,3285
1400000US36061007300,"Census Tract 73, New York County, New York",4573,846,900,2827
1400000US36061007400,"Census Tract 74, New York County, New York",3087,769,750,1568
1400000US36061007500,"Census Tract 75, New York County, New York",2763,532,1201,1030
1400000US36061007600,"Census Tract 76, New York County, New York",1394,311,173,910
1400000US36061007700,"Census Tract 77, New York County, New York",4170,535,987,2648
1400000US36061007800,"Census Tract 78, New York County, New York",5696,930,1449,3317
1400000US36061007900,"Census Tract 79, New York County, New York",2879,411,946,1522
1400000US36061008000,"Census Tract 80, New York County, New York",3784,754,1605,1425
1400000US36061008100,"Census Tract 81, New York County, New York",5365,784,1490,3091
1400000US36061008200,"Census Tract 82, New York County, New York",2374,311,946,1117
1400000US36061008300,"Census Tract 83, New York County, New York",2325,260,323,1742
1400000US36061008400,"Census Tract 84, New York County, New York",1284,295,221,768
1400000US36061008601,"Census Tract 86.01, New York County, New York",1577,245,331,1001
1400000US36061008602,"Census Tract 86.02, New York County, New York",0,0,0,0
1400000US36061008603,"Census Tract 86.03, New York County, New York",3519,1062,1721,736
1400000US36061008700,"Census Tract 87, New York County, New York",4241,112,1264,2865
1400000US36061008800,"Census Tract 88, New York County, New York",5656,1283,2320,2053
1400000US36061008900,"Census Tract 89, New York County, New York",3439,610,895,1934
1400000US36061009000,"Census Tract 90, New York County, New York",5673,1041,1591,3041
1400000US36061009100,"Census Tract 91, New York County, New York",4434,670,1184,2580
1400000US36061009200,"Census Tract 92, New York County, New York",1400,313,150,937
1400000US36061009300,"Census Tract 93, New York County, New York",5895,678,2266,2951
1400000US36061009400,"Census Tract 94, New York County, New York",54,16,4,34
