GEO_ID,NAME,housing_units,vacant_units,owner_units,renter_units
1400000US36047018700,"Census Tract 187, Kings County, New York",729,67,132,530
1400000US36047018800,"Census Tract 188, Kings County, New York",1037,105,472,460
1400000US36047019000,"Census Tract 190, Kings County, New York",1666,160,532,974
1400000US36047019100,"Census Tract 191, Kings County, New York",1260,186,263,811
1400000US36047019200,"Census Tract 192, Kings County, New York",882,86,336,460
1400000US36047019300,"Census Tract 193, Kings County, New York",2466,192,1199,1075
1400000US36047019400,"Census Tract 194, Kings County, New York",1250,91,359,800
1400000US36047019500,"Census Tract 195, Kings County, New York",1925,84,872,969
1400000US36047019600,"Census Tract 196, Kings County, New York",1559,139,453,967
1400000US36047019700,"Census Tract 197, Kings County, New York",1775,83,816,876
1400000US36047019800,"Census Tract 198, Kings County, New York",660,56,275,329
1400000US36047019900,"Census Tract 199, Kings County, New York",1671,69,351,1251
1400000US36047020000,"Census Tract 200, Kings County, New York",853,77,379,397
1400000US36047020100,"Census Tract 201, Kings County, New York",1921,208,610,1103
1400000US36047020200,"Census Tract 202, Kings County, New York",723,91,404,228
1400000US36047020300,"Census Tract 203, Kings County, New York",791,112,242,437
1400000US36047020400,"Census Tract 204, Kings County, New York",704,6,534,164
1400000US36047020500,"Census Tract 205, Kings County, New York",1528,132,471,925
1400000US36047020600,"Census Tract 206, Kings County, New York",925,71,526,328
1400000US36047020700,"Census Tract 207, Kings County, New York",2175,50,854,1271
1400000US36047020800,"Census Tract 208, Kings County, New York",1047,30,434,583
1400000US36047021000,"Census Tract 210, Kings County, New York",1435,99,404,932
1400000US36047021100,"Census Tract 211, Kings County, New York",877,88,153,636
1400000US36047021200,"Census Tract 212, Kings County, New York",1493,124,443,926
1400000US36047021300,"Census Tract 213, Kings County, New York",2017,61,36,1920
1400000US36047021400,"Census Tract 214, Kings County, New York",576,56,224,296
1400000US36047021500,"Census Tract 215, Kings County, New York",2696,243,727,1726
1400000US36047021600,"Census Tract 216, Kings County, New York",897,38,291,568
1400000US36047021700,"Census Tract 217, Kings County, New York",1791,99,215,1477
1400000US36047021800,"Census Tract 218, Kings County, New York",977,125,348,504
1400000US36047021900,"Census Tract 219, Kings County, New York",1772,231,227,1314
1400000US36047022000,"Census Tract 220, Kings County, New York",1330,163,398,769
1400000US36047022100,"Census Tract 221, Kings County, New York",1779,152,195,1432
1400000US36047022200,"Census Tract 222, Kings County, New York",1208,130,278,800
1400000US36047022400,"Census Tract 224, Kings County, New York",1422,146,247,1029
1400000US36047022600,"Census Tract 226, Kings County, New York",600,57,109,434
1400000US36047022700,"Census Tract 227, Kings County, New York",1981,336,384,1261
1400000US36047022800,"Census Tract 228, Kings County, New York",932,87,283,562
1400000US36047022900,"Census Tract 229, Kings County, New York",1944,174,393,1377
1400000US36047023000,"Census Tract 230, Kings County, New York",994,59,234,701
1400000US36047023100,"Census Tract 231, Kings County, New York",1711,111,521,1079
1400000US36047023200,"Census Tract 232, Kings County, New York",1368,167,390,811
1400000US36047023300,"Census Tract 233, Kings County, New York",2247,141,456,1650
1400000US36047023400,"Census Tract 234, Kings County, New York",1460,252,178,1030
1400000US36047023500,"Census Tract 235, Kings County, New York",1550,131,385,1034
1400000US36047023600,"Census Tract 236, Kings County, New York",1702,170,151,1381
1400000US36047023800,"Census Tract 238, Kings County, New York",1316,119,385,812
1400000US36047024000,"Census Tract 240, Kings County, New York",1442,106,385,951
1400000US36047024100,"Census Tract 241, Kings County, New York",1137,101,158,878
1400000US36047024200,"Census Tract 242, Kings County, New York",826,75,342,409
1400000US36047024300,"Census Tract 243, Kings County, New York",1982,291,485,1206
1400000US36047024400,"Census Tract 244, Kings County, New York",1024,96,416,512
1400000US36047024500,"Census Tract 245, Kings County, New York",1984,245,459,1280
1400000US36047024600,"Census Tract 246, Kings County, New York",977,54,429,494
1400000US36047024700,"Census Tract 247, Kings County, New York",1138,95,116,927
1400000US36047024800,"Census Tract 248, Kings County, New York",865,62,312,491
1400000US36047024900,"Census Tract 249, Kings County, New York",2012,185,421,1406
1400000US36047025000,"Census Tract 250, Kings County, New York",565,33,314,218
1400000US36047025100,"Census Tract 251, Kings County, New York",1617,140,240,1237
1400000US36047025200,"Census Tract 252, Kings County, New York",1985,116,542,1327
1400000US36047025300,"Census Tract 253, Kings County, New York",1483,207,330,946
1400000US36047025400,"Census Tract 254, Kings County, New York",1210,37,569,604
1400000US36047025500,"Census Tract 255, Kings County, New York",1921,17,8,1896
1400000US36047025600,"Census Tract 256, Kings County, New York",1023,110,478,435
1400000US36047025700,"Census Tract 257, Kings County, New York",764,114,145,505
1400000US36047025800,"Census Tract 258, Kings County, New York",1562,54,356,1152
1400000US36047025901,"Census Tract 259.01, Kings County, New York",772,77,109,586
1400000US36047025902,"Census Tract 259.02, Kings County, New York",1173,0,0,1173
1400000US36047026000,"Census Tract 260, Kings County, New York",1220,125,563,532
1400000US36047026100,"Census Tract 261, Kings County, New York",2420,250,220,1950
1400000US36047026200,"Census Tract 262, Kings County, New York",878,66,351,461
1400000US36047026300,"Census Tract 263, Kings County, New York",979,137,136,706
1400000US36047026400,"Census Tract 264, Kings County, New York",1717,176,308,1233
1400000US36047026500,"Census Tract 265, Kings County, New York",1751,252,477,1022
1400000US36047026600,"Census Tract 266, Kings County, New York",1165,85,360,720
1400000US36047026700,"Census Tract 267, Kings County, New York",2083,253,734,1096
1400000US36047026800,"Census Tract 268, Kings County, New York",1447,99,329,1019
1400000US36047026900,"Census Tract 269, Kings County, New York",1437,183,371,883
1400000US36047027000,"Census Tract 270, Kings County, New York",892,40,307,545
1400000US36047027100,"Census Tract 271, Kings County, New York",1324,221,240,863
1400000US36047027200,"Census Tract 272, Kings County, New York",1222,77,330,815
1400000US36047027300,"Census Tract 273, Kings County, New York",1448,158,447,843
1400000US36047027400,"Census Tract 274, Kings County, New York",1042,26,403,613
1400000US36047027500,"Census Tract 275, Kings County, New York",1958,287,611,1060
1400000US36047027600,"Census Tract 276, Kings County, New York",1280,87,137,1056
1400000US36047027700,"Census Tract 277, Kings County, New York",1929,164,403,1362
1400000US36047027800,"Census Tract 278, Kings County, New York",1206,10,445,751
1400000US36047027900,"Census Tract 279, Kings County, New York",1842,287,441,1114
1400000US36047028000,"Census Tract 280, Kings County, New York",683,54,297,332
1400000US36047028100,"Census Tract 281, Kings County, New York",1962,136,235,1591
1400000US36047028200,"Census Tract 282, Kings County, New York",1269,57,502,710
1400000US36047028300,"Census Tract 283, Kings County, New York",1555,158,122,1275
1400000US36047028400,"Census Tract 284, Kings County, New York",1409,140,167,1102
1400000US36047028501,"Census Tract 285.01, Kings County, New York",160,32,20,108
1400000US36047028502,"Census Tract 285.02, Kings County, New York",1194,0,0,1194
1400000US36047028600,"Census Tract 286, Kings County, New York",2070,84,133,1853
1400000US36047028700,"Census Tract 287, Kings County, New York",1274,34,250,990
1400000US36047028800,"Census Tract 288, Kings County, New York",1163,70,333,760
1400000US36047028900,"Census Tract 289, Kings County, New York",1543,192,316,1035
1400000US36047029000,"Census Tract 290, Kings County, New York",1580,7,282,1291
1400000US36047029100,"Census Tract 291, Kings County, New York",1432,323,280,829
1400000US36047029200,"Census Tract 292, Kings County, New York",1041,89,214,738
1400000US36047029300,"Census Tract 293, Kings County, New York",1544,170,280,1094
1400000US36047029400,"Census Tract 294, Kings County, New York",627,16,123,488
1400000US36047029500,"Census Tract 295, Kings County, New York",1970,257,550,1163
1400000US36047029600,"Census Tract 296, Kings County, New York",2072,40,657,1375
1400000US36047029700,"Census Tract 297, Kings County, New York",1843,155,703,985
1400000US36047029800,"Census Tract 298, Kings County, New York",1326,62,531,733
1400000US36047029900,"Census Tract 299, Kings County, New York",1019,68,187,764
1400000US36047030000,"Census Tract 300, Kings County, New York",1462,56,460,946
1400000US36047030100,"Census Tract 301, Kings County, New York",1237,149,456,632
1400000US36047030200,"Census Tract 302, Kings County, New York",1539,49,530,960
1400000US36047030300,"Census Tract 303, Kings County, New York",1967,115,382,1470
1400000US36047030400,"Census Tract 304, Kings County, New York",1684,57,476,1151
1400000US36047030500,"Census Tract 305, Kings County, New York",3025,189,261,2575
1400000US36047030600,"Census Tract 306, Kings County, New York",730,100,344,286
1400000US36047030700,"Census Tract 307, Kings County, New York",2439,87,232,2120
1400000US36047030800,"Census Tract 308, Kings County, New York",873,106,438,329
1400000US36047030900,"Census Tract 309, Kings County, New York",796,54,183,559
1400000US36047031100,"Census Tract 311, Kings County, New York",1452,280,199,973
1400000US36047031300,"Census Tract 313, Kings County, New York",2438,141,337,1960
1400000US36047031400,"Census Tract 314, Kings County, New York",2128,165,1093,870
1400000US36047031500,"Census Tract 315, Kings County, New York",2687,309,332,2046
1400000US36047031701,"Census Tract 317.01, Kings County, New York",1649,278,290,1081
1400000US36047031702,"Census Tract 317.02, Kings County, New York",1706,257,323,1126
1400000US36047031900,"Census Tract 319, Kings County, New York",1438,98,235,1105
1400000US36047032100,"Census Tract 321, Kings County, New York",2300,171,212,1917
1400000US36047032300,"Census Tract 323, Kings County, New York",1556,44,205,1307
1400000US36047032500,"Census Tract 325, Kings County, New York",2686,111,218,2357
1400000US36047032600,"Census Tract 326, Kings County, New York",2531,236,168,2127
1400000US36047032700,"Census Tract 327, Kings County, New York",1389,101,218,1070
1400000US36047032800,"Census Tract 328, Kings County, New York",1094,118,417,559
1400000US36047032900,"Census Tract 329, Kings County, New York",2516,110,220,2186
1400000US36047033000,"Census Tract 330, Kings County, New York",1864,37,195,1632
1400000US36047033100,"Census Tract 331, Kings County, New York",1610,82,327,1201
1400000US36047033300,"Census Tract 333, Kings County, New York",1458,137,394,927
1400000US36047033500,"Census Tract 335, Kings County, New York",886,84,333,469
1400000US36047033600,"Census Tract 336, Kings County, New York",1928,372,856,700
1400000US36047033700,"Census Tract 337, Kings County, New York",1551,182,365,1004
1400000US36047033900,"Census Tract 339, Kings County, New York",2158,213,313,1632
1400000US36047034000,"Census Tract 340, Kings County, New York",693,47,6,640
1400000US36047034100,"Census Tract 341, Kings County, New York",1204,103,155,946
1400000US36047034200,"Census Tract 342, Kings County, New York",3095,189,65,2841
1400000US36047034300,"Census Tract 343, Kings County, New York",2256,209,159,1888
1400000US36047034500,"Census Tract 345, Kings County, New York",1242,100,362,780
1400000US36047034700,"Census Tract 347, Kings County, New York",1752,147,240,1365
1400000US36047034800,"Census Tract 348, Kings County, New York",878,127,140,611
1400000US36047034900,"Census Tract 349, Kings County, New York",2282,17,170,2095
1400000US36047035000,"Census Tract 350, Kings County, New York",1536,22,355,1159
1400000US36047035100,"Census Tract 351, Kings County, New York",1960,303,193,1464
1400000US36047035200,"Census Tract 352, Kings County, New York",513,16,0,497
1400000US36047035300,"Census Tract 353, Kings County, New York",2171,143,248,1780
1400000US36047035400,"Census Tract 354, Kings County, New York",2878,203,1518,1157
1400000US36047035500,"Census Tract 355, Kings County, New York",2206,168,120,1918
1400000US36047035601,"Census Tract 356.01, Kings County, New York",1523,66,396,1061
1400000US36047035602,"Census Tract 356.02, Kings County, New York",2920,176,1105,1639
1400000US36047035700,"Census Tract 357, Kings County, New York",1011,29,12,970
1400000US36047035900,"Census Tract 359, Kings County, New York",2360,157,133,2070
1400000US36047036001,"Census Tract 360.01, Kings County, New York",1852,139,330,1383
1400000US36047036002,"Census Tract 360.02, Kings County, New York",2175,84,148,1943
1400000US36047036100,"Census Tract 361, Kings County, New York",1190,75,109,1006
1400000US36047036200,"Census Tract 362, Kings County, New York",1432,212,336,884
1400000US36047036300,"Census Tract 363, Kings County, New York",1983,143,373,1467
1400000US36047036400,"Census Tract 364, Kings County, New York",962,97,270,595
1400000US36047036501,"Census Tract 365.01, Kings County, New York",1374,120,99,1155
1400000US36047036502,"Census Tract 365.02, Kings County, New York",577,139,92,346
1400000US36047036600,"Census Tract 366, Kings County, New York",1479,87,342,1050
1400000US36047036700,"Census Tract 367, Kings County, New York",554,54,126,374
1400000US36047036900,"Census Tract 369, Kings County, New York",2288,193,167,1928
1400000US36047037000,"Census Tract 370, Kings County, New York",1688,188,1062,438
1400000US36047037100,"Census Tract 371, Kings County, New York",1818,178,435,1205
1400000US36047037300,"Census Tract 373, Kings County, New York",1783,137,327,1319
1400000US36047037401,"Census Tract 374.01, Kings County, New York",2019,170,593,1256
1400000US36047037402,"Census Tract 374.02, Kings County, New York",2271,145,407,1719
1400000US36047037500,"Census Tract 375, Kings County, New York",1438,125,224,1089
1400000US36047037700,"Census Tract 377, Kings County, New York",1888,176,630,1082
1400000US36047037900,"Census Tract 379, Kings County, New York",1653,107,538,1008
1400000US36047038100,"Census Tract 381, Kings County, New York",2269,133,428,1708
1400000US36047038200,"Census Tract 382, Kings County, New York",2257,96,55,2106
1400000US36047038300,"Census Tract 383, Kings County, New York",1948,225,639,1084
1400000US36047038500,"Census Tract 385, Kings County, New York",1670,353,396,921
1400000US36047038600,"Census Tract 386, Kings County, New York",1311,241,653,417
1400000US36047038700,"Census Tract 387, Kings County, New York",1754,284,402,1068
1400000US36047038800,"Census Tract 388, Kings County, New York",1599,53,490,1056
1400000US36047038900,"Census Tract 389, Kings County, New York",1241,110,310,821
1400000US36047039000,"Census Tract 390, Kings County, New York",862,139,465,258
1400000US36047039100,"Census Tract 391, Kings County, New York",1181,57,143,981
1400000US36047039200,"Census Tract 392, Kings County, New York",1170,86,415,669
1400000US36047039300,"Census Tract 393, Kings County, New York",1575,109,286,1180
1400000US36047039400,"Census Tract 394, Kings County, New York",802,109,339,354
1400000US36047039500,"Census Tract 395, Kings County, New York",1427,177,255,995
1400000US36047039600,"Census Tract 396, Kings County, New York",849,120,273,456
1400000US36047039700,"Census Tract 397, Kings County, New York",1506,210,378,918
1400000US36047039800,"Census Tract 398, Kings County, New York",908,41,471,396
1400000US36047039900,"Census Tract 399, Kings County, New York",1524,131,172,1221
1400000US36047040000,"Census Tract 400, Kings County, New York",1175,47,466,662
1400000US36047040100,"Census Tract 401, Kings County, New York",1347,171,250,926
1400000US36047040200,"Census Tract 402, Kings County, New York",997,57,494,446
1400000US36047040300,"Census Tract 403, Kings County, New York",1537,238,385,914
1400000US36047040400,"Census Tract 404, Kings County, New York",926,81,448,397
1400000US36047040500,"Census Tract 405, Kings County, New York",699,79,99,521
1400000US36047040600,"Census Tract 406, Kings County, New York",1272,72,534,666
1400000US36047040700,"Census Tract 407, Kings County, New York",0,0,0,0
1400000US36047040800,"Census Tract 408, Kings County, New York",1121,72,455,594
1400000US36047040900,"Census Tract 409, Kings County, New York",1440,126,169,1145
1400000US36047041000,"Census Tract 410, Kings County, New York",811,84,387,340
1400000US36047041100,"Census Tract 411, Kings County, New York",1360,202,143,1015
1400000US36047041200,"Census Tract 412, Kings County, New York",1117,92,522,503
1400000US36047041300,"Census Tract 413, Kings County, New York",1410,51,238,1121
1400000US36047041401,"Census Tract 414.01, Kings County, New York",510,29,199,282
1400000US36047041402,"Census Tract 414.02, Kings County, New York",728,49,157,522
1400000US36047041500,"Census Tract 415, Kings County, New York",1405,144,331,930
1400000US36047041600,"Census Tract 416, Kings County, New York",800,102,314,384
1400000US36047041700,"Census Tract 417, Kings County, New York",1502,133,151,1218
1400000US36047041800,"Census Tract 418, Kings County, New York",931,116,260,555
1400000US36047041900,"Census Tract 419, Kings County, New York",1428,155,174,1099
1400000US36047042000,"Census Tract 420, Kings County, New York",585,60,276,249
1400000US36047042100,"Census Tract 421, Kings County, New York",1463,81,198,1184
1400000US36047042200,"Census Tract 422, Kings County, New York",1206,145,324,737
1400000US36047042300,"Census Tract 423, Kings County, New York",1469,103,102,1264
1400000US36047042400,"Census Tract 424, Kings County, New York",1433,202,317,914
1400000US36047042500,"Census Tract 425, Kings County, New York",1175,63,65,1047
1400000US36047042600,"Census Tract 426, Kings County, New York",1578,65,385,1128
1400000US36047042700,"Census Tract 427, Kings County, New York",1919,135,159,1625
1400000US36047042800,"Census Tract 428, Kings County, New York",1558,55,529,974
1400000US36047042900,"Census Tract 429, Kings County, New York",2035,258,91,1686
1400000US36047043000,"Census Tract 430, Kings County, New York",1349,120,238,991
1400000US36047043100,"Census Tract 431, Kings County, New York",1835,136,102,1597
1400000US36047043200,"Census Tract 432, Kings County, New York",1534,54,449,1031
1400000US36047043300,"Census Tract 433, Kings County, New York",1495,107,48,1340
1400000US36047043400,"Census Tract 434, Kings County, New York",1311,68,384,859
1400000US36047043500,"Census Tract 435, Kings County, New York",1551,74,386,1091
1400000US36047043600,"Census Tract 436, Kings County, New York",1704,147,420,1137
1400000US36047043700,"Census Tract 437, Kings County, New York",1992,172,232,1588
1400000US36047043800,"Census Tract 438, Kings County, New York",1053,92,227,734
1400000US36047043900,"Census Tract 439, Kings County, New York",1362,72,378,912
1400000US36047044000,"Census Tract 440, Kings County, New York",963,76,365,522
1400000US36047044100,"Census Tract 441, Kings County, New York",2017,126,228,1663
1400000US36047044200,"Census Tract 442, Kings County, New York",920,35,473,412
1400000US36047044300,"Census Tract 443, Kings County, New York",2015,62,146,1807
1400000US36047044400,"Census Tract 444, Kings County, New York",1335,141,400,794
1400000US36047044500,"Census Tract 445, Kings County, New York",1729,67,254,1408
1400000US36047044600,"Census Tract 446, Kings County, New York",699,65,276,358
1400000US36047044700,"Census Tract 447, Kings County, New York",874,92,43,739
1400000US36047044800,"Census Tract 448, Kings County, New York",801,97,382,322
1400000US36047044900,"Census Tract 449, Kings County, New York",1182,12,71,1099
1400000US36047045000,"Census Tract 450, Kings County, New York",154,16,92,46
1400000US36047045200,"Census Tract 452, Kings County, New York",953,114,524,315
1400000US36047045300,"Census Tract 453, Kings County, New York",712,17,4,691
1400000US36047045400,"Census Tract 454, Kings County, New York",603,57,279,267
1400000US36047045600,"Census Tract 456, Kings County, New York",872,111,99,662
1400000US36047045800,"Census Tract 458, Kings County, New York",548,29,332,187
1400000US36047046000,"Census Tract 460, Kings County, New York",1262,79,435,748
1400000US36047046201,"Census Tract 462.01, Kings County, New York",1122,67,449,606
1400000US36047046202,"Census Tract 462.02, Kings County, New York",645,47,308,290
1400000US36047046400,"Census Tract 464, Kings County, New York",730,105,323,302
1400000US36047046800,"Census Tract 468, Kings County, New York",551,61,248,242
1400000US36047047000,"Census Tract 470, Kings County, New York",756,79,323,354
1400000US36047047200,"Census Tract 472, Kings County, New York",766,153,285,328
1400000US36047047400,"Census Tract 474, Kings County, New York",759,77,295,387
1400000US36047047600,"Census Tract 476, Kings County, New York",1073,112,492,469
1400000US36047047700,"Census Tract 477, Kings County, New York",1872,158,433,1281
1400000US36047047800,"Census Tract 478, Kings County, New York",1142,72,436,634
1400000US36047048000,"Census Tract 480, Kings County, New York",1132,72,153,907
1400000US36047048100,"Census Tract 481, Kings County, New York",1444,56,108,1280
1400000US36047048200,"Census Tract 482, Kings County, New York",1854,74,470,1310
1400000US36047048400,"Census Tract 484, Kings County, New York",1677,31,390,1256
1400000US36047048500,"Census Tract 485, Kings County, New York",1027,66,137,824
1400000US36047048600,"Census Tract 486, Kings County, New York",944,42,237,665
1400000US36047048800,"Census Tract 488, Kings County, New York",1405,34,624,747
1400000US36047048900,"Census Tract 489, Kings County, New York",1603,58,0,1545
1400000US36047049000,"Census Tract 490, Kings County, New York",2214,103,680,1431
1400000US36047049100,"Census Tract 491, Kings County, New York",2856,132,359,2365
1400000US36047049200,"Census Tract 492, Kings County, New York",1152,65,487,600
1400000US36047049300,"Census Tract 493, Kings County, New York",3425,173,50,3202
1400000US36047049400,"Census Tract 494, Kings County, New York",2077,25,591,1461
1400000US36047049500,"Census Tract 495, Kings County, New York",1255,44,255,956
1400000US36047049600,"Census Tract 496, Kings County, New York",1481,96,473,912
1400000US36047049700,"Census Tract 497, Kings County, New York",1576,109,289,1178
1400000US36047049800,"Census Tract 498, Kings County, New York",1603,71,512,1020
1400000US36047049900,"Census Tract 499, Kings County, New York",939,59,159,721
1400000US36047050000,"Census Tract 500, Kings County, New York",1577,140,786,651
1400000US36047050100,"Census Tract 501, Kings County, New York",1490,46,408,1036
1400000US36047050202,"Census Tract 502.02, Kings County, New York",1122,39,684,399
1400000US36047050300,"Census Tract 503, Kings County, New York",1328,65,332,931
1400000US36047050400,"Census Tract 504, Kings County, New York",2105,94,676,1335
1400000US36047050500,"Census Tract 505, Kings County, New York",2021,120,206,1695
1400000US36047050600,"Census Tract 506, Kings County, New York",2069,46,217,1806
1400000US36047050700,"Census Tract 507, Kings County, New York",607,27,124,456
1400000US36047050801,"Census Tract 508.01, Kings County, New York",1490,111,44,1335
1400000US36047050803,"Census Tract 508.03, Kings County, New York",1000,52,29,919
1400000US36047050804,"Census Tract 508.04, Kings County, New York",2773,265,127,2381
1400000US36047050900,"Census Tract 509, Kings County, New York",806,38,184,584
1400000US36047051001,"Census Tract 510.01, Kings County, New York",1539,94,0,1445
1400000US36047051002,"Census Tract 510.02, Kings County, New York",1929,116,60,1753
1400000US36047051100,"Census Tract 511, Kings County, New York",1980,35,187,1758
1400000US36047051200,"Census Tract 512, Kings County, New York",2527,163,119,2245
1400000US36047051300,"Census Tract 513, Kings County, New York",2373,141,287,1945
1400000US36047051400,"Census Tract 514, Kings County, New York",2889,105,279,2505
1400000US36047051500,"Census Tract 515, Kings County, New York",1139,33,204,902
1400000US36047051601,"Census Tract 516.01, Kings County, New York",2126,180,50,1896
1400000US36047051602,"Census Tract 516.02, Kings County, New York",1451,75,65,1311
1400000US36047051700,"Census Tract 517, Kings County, New York",1465,30,367,1068
1400000US36047051800,"Census Tract 518, Kings County, New York",1522,128,412,982
1400000US36047051900,"Census Tract 519, Kings County, New York",2959,303,406,2250
1400000US36047052000,"Census Tract 520, Kings County, New York",1495,74,436,985
1400000US36047052300,"Census Tract 523, Kings County, New York",2413,130,269,2014
1400000US36047052500,"Census Tract 525, Kings County, New York",1308,82,17,1209
1400000US36047052600,"Census Tract 526, Kings County, New York",1857,28,318,1511
1400000US36047052700,"Census Tract 527, Kings County, New York",2548,165,120,2263
1400000US36047052800,"Census Tract 528, Kings County, New York",715,71,372,272
1400000US36047052900,"Census Tract 529, Kings County, New York",1078,121,127,830
1400000US36047053000,"Census Tract 530, Kings County, New York",1186,61,314,811
1400000US36047053100,"Census Tract 531, Kings County, New York",1755,29,331,1395
1400000US36047053200,"Census Tract 532, Kings County, New York",1040,49,564,427
1400000US36047053300,"Census Tract 533, Kings County, New York",1773,119,346,1308
1400000US36047053400,"Census Tract 534, Kings County, New York",1390,109,370,911
1400000US36047053500,"Census Tract 535, Kings County, New York",1056,70,80,906
1400000US36047053700,"Census Tract 537, Kings County, New York",702,31,85,586
1400000US36047053800,"Census Tract 538, Kings County, New York",2115,61,202,1852
1400000US36047053900,"Census Tract 539, Kings County, New York",844,18,85,741
1400000US36047054200,"Census Tract 542, Kings County, New York",1628,92,366,1170
1400000US36047054300,"Census Tract 543, Kings County, New York",222,25,14,183
1400000US36047054400,"Census Tract 544, Kings County, New York",1371,130,480,761
1400000US36047054500,"Census Tract 545, Kings County, New York",2434,38,187,2209
1400000US36047054600,"Census Tract 546, Kings County, New York",1954,133,309,1512
1400000US36047054700,"Census Tract 547, Kings County, New York",1765,132,250,1383
1400000US36047054800,"Census Tract 548, Kings County, New York",807,42,418,347
1400000US36047054900,"Census Tract 549, Kings County, New York",1773,154,313,1306
1400000US36047055000,"Census Tract 550, Kings County, New York",1508,125,336,1047
1400000US36047055100,"Census Tract 551, Kings County, New York",2509,231,410,1868
1400000US36047055200,"Census Tract 552, Kings County, New York",1528,80,505,943
1400000US36047055300,"Census Tract 553, Kings County, New York",1684,202,308,1174
1400000US36047055400,"Census Tract 554, Kings County, New York",1791,174,201,1416
1400000US36047055500,"Census Tract 555, Kings County, New York",3708,435,920,2353
1400000US36047055600,"Census Tract 556, Kings County, New York",1425,164,492,769
1400000US36047055700,"Census Tract 557, Kings County, New York",1050,74,146,830
1400000US36047055800,"Census Tract 558, Kings County, New York",974,66,304,604
1400000US36047056000,"Census Tract 560, Kings County, New York",1472,80,532,860
1400000US36047056100,"Census Tract 561, Kings County, New York",1702,93,294,1315
1400000US36047056200,"Census Tract 562, Kings County, New York",575,29,526,20
1400000US36047056300,"Census Tract 563, Kings County, New York",2364,141,223,2000
1400000US36047056400,"Census Tract 564, Kings County, New York",1062,103,771,188
1400000US36047056500,"Census Tract 565, Kings County, New York",1735,215,246,1274
1400000US36047056600,"Census Tract 566, Kings County, New York",1075,79,420,576
1400000US36047056800,"Census Tract 568, Kings County, New York",577,15,401,161
1400000US36047056900,"Census Tract 569, Kings County, New York",821,52,114,655
1400000US36047057000,"Census Tract 570, Kings County, New York",1486,75,1283,128
1400000US36047057100,"Census Tract 571, Kings County, New York",2131,319,453,1359
1400000US36047057200,"Census Tract 572, Kings County, New York",2357,53,0,2304
1400000US36047057300,"Census Tract 573, Kings County, New York",1205,141,261,803
1400000US36047057400,"Census Tract 574, Kings County, New York",1030,48,703,279
1400000US36047057500,"Census Tract 575, Kings County, New York",2115,0,326,1789
1400000US36047057600,"Census Tract 576, Kings County, New York",1082,72,530,480
1400000US36047057800,"Census Tract 578, Kings County, New York",1162,69,356,737
1400000US36047057900,"Census Tract 579, Kings County, New York",528,50,19,459
1400000US36047058000,"Census Tract 580, Kings County, New York",1337,22,381,934
1400000US36047058200,"Census Tract 582, Kings County, New York",1090,113,230,747
1400000US36047058400,"Census Tract 584, Kings County, New York",1483,65,362,1056
1400000US36047058600,"Census Tract 586, Kings County, New York",878,77,516,285
1400000US36047058800,"Census Tract 588, Kings County, New York",1478,78,788,612
1400000US36047058900,"Census Tract 589, Kings County, New York",849,81,249,519
1400000US36047059000,"Census Tract 590, Kings County, New York",674,48,295,331
1400000US36047059100,"Census Tract 591, Kings County, New York",2007,141,335,1531
1400000US36047059200,"Census Tract 592, Kings County, New York",1788,87,562,1139
1400000US36047059300,"Census Tract 593, Kings County, New York",948,57,186,705
1400000US36047059401,"Census Tract 594.01, Kings County, New York",3228,196,1447,1585
1400000US36047059402,"Census Tract 594.02, Kings County, New York",2179,108,1485,586
1400000US36047059600,"Census Tract 596, Kings County, New York",1180,27,760,393
1400000US36047059800,"Census Tract 598, Kings County, New York",1400,101,707,592
1400000US36047060000,"Census Tract 600, Kings County, New York",2813,254,1248,1311
1400000US36047060600,"Census Tract 606, Kings County, New York",1243,130,467,646
1400000US36047060800,"Census Tract 608, Kings County, New York",1654,130,451,1073
1400000US36047061002,"Census Tract 610.02, Kings County, New York",2283,286,1024,973
1400000US36047061003,"Census Tract 610.03, Kings County, New York",606,87,153,366
1400000US36047061004,"Census Tract 610.04, Kings County, New York",3261,271,464,2526
1400000US36047061200,"Census Tract 612, Kings County, New York",442,37,313,92
1400000US36047061600,"Census Tract 616, Kings County, New York",543,70,428,45
1400000US36047062000,"Census Tract 620, Kings County, New York",786,97,487,202
1400000US36047062200,"Census Tract 622, Kings County, New York",1365,181,485,699
1400000US36047062600,"Census Tract 626, Kings County, New York",1162,115,682,365
1400000US36047062800,"Census Tract 628, Kings County, New York",1997,305,1463,229
1400000US36047063200,"Census Tract 632, Kings County, New York",741,84,518,139
1400000US36047063600,"Census Tract 636, Kings County, New York",471,10,427,34
1400000US36047063800,"Census Tract 638, Kings County, New York",694,13,503,178
1400000US36047064000,"Census Tract 640, Kings County, New York",609,51,530,28
1400000US36047064200,"Census Tract 642, Kings County, New York",942,80,341,521
1400000US36047064400,"Census Tract 644, Kings County, New York",912,57,610,245
1400000US36047064600,"Census Tract 646, Kings County, New York",691,25,541,125
1400000US36047064800,"Census Tract 648, Kings County, New York",687,63,455,169
1400000US36047065000,"Census Tract 650, Kings County, New York",513,11,338,164
1400000US36047065200,"Census Tract 652, Kings County, New York",525,27,404,94
1400000US36047065400,"Census Tract 654, Kings County, New York",590,43,509,38
1400000US36047065600,"Census Tract 656, Kings County, New York",643,14,523,106
